date,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,district
2026-02-21,24.03,24.03,24.03,93,1.04,Monaragala
2026-02-21,23.55,23.55,23.55,94,0.39,Monaragala
2026-02-22,23.23,23.23,23.23,94,0.56,Monaragala
2026-02-22,23.0,23.0,23.0,94,0.0,Monaragala
2026-02-22,25.23,25.23,25.23,86,0.27,Monaragala
2026-02-22,27.59,27.59,27.59,72,0.0,Monaragala
2026-02-22,28.53,28.53,28.53,67,0.0,Monaragala
2026-02-22,25.41,25.41,25.41,87,0.94,Monaragala
2026-02-22,23.28,23.28,23.28,94,0.25,Monaragala
2026-02-22,22.86,22.86,22.86,93,0.16,Monaragala
2026-02-23,22.74,22.74,22.74,92,0.0,Monaragala
2026-02-23,22.67,22.67,22.67,92,0.0,Monaragala
2026-02-23,23.9,23.9,23.9,89,0.0,Monaragala
2026-02-23,27.91,27.91,27.91,71,0.0,Monaragala
2026-02-23,28.05,28.05,28.05,73,2.13,Monaragala
2026-02-23,24.43,24.43,24.43,92,1.27,Monaragala
2026-02-23,23.43,23.43,23.43,96,2.43,Monaragala
2026-02-23,22.99,22.99,22.99,97,9.02,Monaragala
2026-02-24,22.68,22.68,22.68,93,0.99,Monaragala
2026-02-24,22.06,22.06,22.06,93,0.0,Monaragala
2026-02-24,24.92,24.92,24.92,85,0.0,Monaragala
2026-02-24,29.58,29.58,29.58,63,0.21,Monaragala
2026-02-19,30.5,30.5,27.59,63,1.54,Ratnapura
2026-02-19,26.96,26.96,24.46,81,4.19,Ratnapura
2026-02-19,23.79,23.79,23.79,96,2.36,Ratnapura
2026-02-19,23.58,23.58,23.58,95,0.0,Ratnapura
2026-02-20,23.14,23.14,23.14,96,0.0,Ratnapura
2026-02-20,22.61,22.61,22.61,95,0.0,Ratnapura
2026-02-20,25.0,25.0,25.0,88,0.0,Ratnapura
2026-02-20,31.42,31.42,31.42,58,0.23,Ratnapura
2026-02-20,27.75,27.75,27.75,85,3.65,Ratnapura
2026-02-20,25.51,25.51,25.51,93,4.06,Ratnapura
2026-02-20,24.07,24.07,24.07,95,0.21,Ratnapura
2026-02-20,23.67,23.67,23.67,97,0.28,Ratnapura
2026-02-21,23.15,23.15,23.15,98,1.25,Ratnapura
2026-02-21,22.74,22.74,22.74,96,0.21,Ratnapura
2026-02-21,24.47,24.47,24.47,92,0.15,Ratnapura
2026-02-21,28.51,28.51,28.51,80,2.51,Ratnapura
2026-02-21,27.24,27.24,27.24,88,4.12,Ratnapura
2026-02-21,24.73,24.73,24.73,97,5.31,Ratnapura
2026-02-21,23.63,23.63,23.63,99,3.47,Ratnapura
2026-02-21,23.33,23.33,23.33,98,0.51,Ratnapura
2026-02-22,22.96,22.96,22.96,97,0.0,Ratnapura
2026-02-22,22.86,22.86,22.86,96,0.0,Ratnapura
2026-02-22,26.26,26.26,26.26,84,0.0,Ratnapura
2026-02-22,29.22,29.22,29.22,74,1.96,Ratnapura
2026-02-22,26.51,26.51,26.51,92,7.25,Ratnapura
2026-02-22,24.14,24.14,24.14,97,5.85,Ratnapura
2026-02-22,23.58,23.58,23.58,98,3.43,Ratnapura
2026-02-22,23.18,23.18,23.18,98,3.75,Ratnapura
2026-02-23,22.79,22.79,22.79,97,0.76,Ratnapura
2026-02-23,22.49,22.49,22.49,97,0.22,Ratnapura
2026-02-23,24.46,24.46,24.46,93,0.0,Ratnapura
2026-02-23,28.41,28.41,28.41,75,0.64,Ratnapura
2026-02-23,26.64,26.64,26.64,91,4.74,Ratnapura
2026-02-23,24.82,24.82,24.82,96,1.83,Ratnapura
2026-02-23,23.75,23.75,23.75,97,0.76,Ratnapura
2026-02-23,23.44,23.44,23.44,96,0.25,Ratnapura
2026-02-24,23.02,23.02,23.02,94,0.0,Ratnapura
2026-02-24,22.07,22.07,22.07,95,0.0,Ratnapura
2026-02-24,25.76,25.76,25.76,85,0.0,Ratnapura
2026-02-24,31.59,31.59,31.59,58,0.21,Ratnapura
2026-02-19,22.32,22.45,22.32,89,2.46,Kegalle
2026-02-19,21.71,21.71,21.44,91,2.26,Kegalle
2026-02-19,19.88,19.88,19.88,98,0.68,Kegalle
2026-02-19,18.77,18.77,18.77,98,0.17,Kegalle
2026-02-20,19.12,19.12,19.12,96,0.0,Kegalle
2026-02-20,19.52,19.52,19.52,97,0.51,Kegalle
2026-02-20,20.54,20.54,20.54,94,0.13,Kegalle
2026-02-20,23.54,23.54,23.54,80,0.17,Kegalle
2026-02-20,22.75,22.75,22.75,84,1.7,Kegalle
2026-02-20,20.25,20.25,20.25,97,2.41,Kegalle
2026-02-20,19.5,19.5,19.5,96,0.0,Kegalle
2026-02-20,19.58,19.58,19.58,96,0.13,Kegalle
2026-02-21,19.76,19.76,19.76,94,0.99,Kegalle
2026-02-21,19.2,19.2,19.2,98,1.67,Kegalle
2026-02-21,22.07,22.07,22.07,87,0.22,Kegalle
2026-02-21,24.38,24.38,24.38,81,2.23,Kegalle
2026-02-21,25.14,25.14,25.14,78,3.94,Kegalle
2026-02-21,22.02,22.02,22.02,93,6.12,Kegalle
2026-02-21,20.52,20.52,20.52,96,4.22,Kegalle
2026-02-21,20.66,20.66,20.66,94,1.63,Kegalle
2026-02-22,20.21,20.21,20.21,95,0.29,Kegalle
2026-02-22,19.93,19.93,19.93,92,0.0,Kegalle
2026-02-22,22.55,22.55,22.55,84,0.0,Kegalle
2026-02-22,25.45,25.45,25.45,74,1.16,Kegalle
2026-02-22,23.32,23.32,23.32,87,3.73,Kegalle
2026-02-22,22.09,22.09,22.09,93,4.52,Kegalle
2026-02-22,20.58,20.58,20.58,95,6.66,Kegalle
2026-02-22,20.18,20.18,20.18,96,6.42,Kegalle
2026-02-23,19.91,19.91,19.91,94,2.54,Kegalle
2026-02-23,19.55,19.55,19.55,92,0.0,Kegalle
2026-02-23,22.01,22.01,22.01,86,0.0,Kegalle
2026-02-23,25.09,25.09,25.09,77,0.85,Kegalle
2026-02-23,24.25,24.25,24.25,83,4.91,Kegalle
2026-02-23,21.02,21.02,21.02,95,7.85,Kegalle
2026-02-23,20.2,20.2,20.2,98,6.94,Kegalle
2026-02-23,20.37,20.37,20.37,92,4.04,Kegalle
2026-02-24,19.39,19.39,19.39,84,0.28,Kegalle
2026-02-24,19.22,19.22,19.22,80,0.0,Kegalle
2026-02-24,22.36,22.36,22.36,72,0.0,Kegalle
2026-02-24,26.59,26.59,26.59,63,0.0,Kegalle
