district,week_id,start_date,end_date,Duration,T2M_max,T2M_min,T2M_avg,T2M_MAX_max,T2M_MAX_min,T2M_MAX_avg,T2M_MIN_max,T2M_MIN_min,T2M_MIN_avg,RH2M_max,RH2M_min,RH2M_avg,PRECTOTCORR_max,PRECTOTCORR_min,PRECTOTCORR_avg,month,monsoon_IM2,monsoon_NE,monsoon_SW,week_number,sin_week,cos_week,target,PRECTOTCORR_avg_lag_1,T2M_avg_lag_1,RH2M_avg_lag_1,PRECTOTCORR_avg_lag_2,T2M_avg_lag_2,RH2M_avg_lag_2,PRECTOTCORR_avg_lag_3,T2M_avg_lag_3,RH2M_avg_lag_3,PRECTOTCORR_avg_lag_4,T2M_avg_lag_4,RH2M_avg_lag_4,PRECTOTCORR_avg_lag_5,T2M_avg_lag_5,RH2M_avg_lag_5,PRECTOTCORR_avg_lag_6,T2M_avg_lag_6,RH2M_avg_lag_6
Kandy,37,2025-09-08,2025-09-14, 2025-09-08 to 2025-09-14,26.37,26.37,26.37,26.37,26.37,26.37,26.37,26.37,26.37,82,82,82.0,1.94,1.94,1.94,9,0,0,1,37,-0.970941817426052,-0.23931566428755774,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kegalle,37,2025-09-08,2025-09-14, 2025-09-08 to 2025-09-14,25.45,25.45,25.45,25.45,25.45,25.45,25.45,25.45,25.45,79,79,79.0,1.62,1.62,1.62,9,0,0,1,37,-0.970941817426052,-0.23931566428755774,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kilinochchi,37,2025-09-08,2025-09-14, 2025-09-08 to 2025-09-14,26.76,26.76,26.76,26.76,26.76,26.76,26.76,26.76,26.76,88,88,88.0,1.41,1.41,1.41,9,0,0,1,37,-0.970941817426052,-0.23931566428755774,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurunegala,37,2025-09-08,2025-09-14, 2025-09-08 to 2025-09-14,26.55,26.55,26.55,26.55,26.55,26.55,26.55,26.55,26.55,88,88,88.0,1.69,1.69,1.69,9,0,0,1,37,-0.970941817426052,-0.23931566428755774,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mannar,37,2025-09-08,2025-09-14, 2025-09-08 to 2025-09-14,26.12,26.12,26.12,26.12,26.12,26.12,26.12,26.12,26.12,87,87,87.0,0.89,0.89,0.89,9,0,0,1,37,-0.970941817426052,-0.23931566428755774,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matale,37,2025-09-08,2025-09-14, 2025-09-08 to 2025-09-14,26.83,26.83,26.83,26.83,26.83,26.83,26.83,26.83,26.83,86,86,86.0,1.52,1.52,1.52,9,0,0,1,37,-0.970941817426052,-0.23931566428755774,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matara,37,2025-09-08,2025-09-14, 2025-09-08 to 2025-09-14,26.18,26.18,26.18,26.18,26.18,26.18,26.18,26.18,26.18,85,85,85.0,2.45,2.45,2.45,9,0,0,1,37,-0.970941817426052,-0.23931566428755774,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monaragala,37,2025-09-08,2025-09-14, 2025-09-08 to 2025-09-14,28.34,28.34,28.34,28.34,28.34,28.34,28.34,28.34,28.34,72,72,72.0,0.79,0.79,0.79,9,0,0,1,37,-0.970941817426052,-0.23931566428755774,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mullaitivu,37,2025-09-08,2025-09-14, 2025-09-08 to 2025-09-14,26.59,26.59,26.59,26.59,26.59,26.59,26.59,26.59,26.59,82,82,82.0,0.8,0.8,0.8,9,0,0,1,37,-0.970941817426052,-0.23931566428755774,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuwara Eliya,37,2025-09-08,2025-09-14, 2025-09-08 to 2025-09-14,16.12,16.12,16.12,16.12,16.12,16.12,16.12,16.12,16.12,86,86,86.0,2.51,2.51,2.51,9,0,0,1,37,-0.970941817426052,-0.23931566428755774,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Polonnaruwa,37,2025-09-08,2025-09-14, 2025-09-08 to 2025-09-14,28.05,28.05,28.05,28.05,28.05,28.05,28.05,28.05,28.05,80,80,80.0,1.7,1.7,1.7,9,0,0,1,37,-0.970941817426052,-0.23931566428755774,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puttalam,37,2025-09-08,2025-09-14, 2025-09-08 to 2025-09-14,27.45,27.45,27.45,27.45,27.45,27.45,27.45,27.45,27.45,80,80,80.0,0.41,0.41,0.41,9,0,0,1,37,-0.970941817426052,-0.23931566428755774,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ratnapura,37,2025-09-08,2025-09-14, 2025-09-08 to 2025-09-14,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,88,88,88.0,2.45,2.45,2.45,9,0,0,1,37,-0.970941817426052,-0.23931566428755774,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trincomalee,37,2025-09-08,2025-09-14, 2025-09-08 to 2025-09-14,26.59,26.59,26.59,26.59,26.59,26.59,26.59,26.59,26.59,82,82,82.0,0.37,0.37,0.37,9,0,0,1,37,-0.970941817426052,-0.23931566428755774,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vavuniya,37,2025-09-08,2025-09-14, 2025-09-08 to 2025-09-14,25.85,25.85,25.85,25.85,25.85,25.85,25.85,25.85,25.85,90,90,90.0,1.0,1.0,1.0,9,0,0,1,37,-0.970941817426052,-0.23931566428755774,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
