district,week_id,start_date,end_date,Duration,T2M_max,T2M_min,T2M_avg,T2M_MAX_max,T2M_MAX_min,T2M_MAX_avg,T2M_MIN_max,T2M_MIN_min,T2M_MIN_avg,RH2M_max,RH2M_min,RH2M_avg,PRECTOTCORR_max,PRECTOTCORR_min,PRECTOTCORR_avg,month,monsoon_IM2,monsoon_NE,monsoon_SW,week_number,sin_week,cos_week,target,PRECTOTCORR_avg_lag_1,T2M_avg_lag_1,RH2M_avg_lag_1,PRECTOTCORR_avg_lag_2,T2M_avg_lag_2,RH2M_avg_lag_2,PRECTOTCORR_avg_lag_3,T2M_avg_lag_3,RH2M_avg_lag_3,PRECTOTCORR_avg_lag_4,T2M_avg_lag_4,RH2M_avg_lag_4,PRECTOTCORR_avg_lag_5,T2M_avg_lag_5,RH2M_avg_lag_5,PRECTOTCORR_avg_lag_6,T2M_avg_lag_6,RH2M_avg_lag_6
Kandy,7,2023-02-13,2023-02-19, 2023-02-13 to 2023-02-19,20.34,20.34,20.34,20.34,20.34,20.34,20.34,20.34,20.34,99,99,99.0,0.0,0.0,0.0,2,0,1,0,7,0.7485107481711011,0.6631226582407953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kegalle,7,2023-02-13,2023-02-19, 2023-02-13 to 2023-02-19,19.65,19.65,19.65,19.65,19.65,19.65,19.65,19.65,19.65,99,99,99.0,0.0,0.0,0.0,2,0,1,0,7,0.7485107481711011,0.6631226582407953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kilinochchi,7,2023-02-13,2023-02-19, 2023-02-13 to 2023-02-19,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,92,92,92.0,0.25,0.25,0.25,2,0,1,0,7,0.7485107481711011,0.6631226582407953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurunegala,7,2023-02-13,2023-02-19, 2023-02-13 to 2023-02-19,21.41,21.41,21.41,21.41,21.41,21.41,21.41,21.41,21.41,98,98,98.0,0.0,0.0,0.0,2,0,1,0,7,0.7485107481711011,0.6631226582407953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mannar,7,2023-02-13,2023-02-19, 2023-02-13 to 2023-02-19,25.66,25.66,25.66,25.66,25.66,25.66,25.66,25.66,25.66,87,87,87.0,0.7,0.7,0.7,2,0,1,0,7,0.7485107481711011,0.6631226582407953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matale,7,2023-02-13,2023-02-19, 2023-02-13 to 2023-02-19,22.54,22.54,22.54,22.54,22.54,22.54,22.54,22.54,22.54,98,98,98.0,0.0,0.0,0.0,2,0,1,0,7,0.7485107481711011,0.6631226582407953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matara,7,2023-02-13,2023-02-19, 2023-02-13 to 2023-02-19,27.17,27.17,27.17,27.17,27.17,27.17,27.17,27.17,27.17,80,80,80.0,0.0,0.0,0.0,2,0,1,0,7,0.7485107481711011,0.6631226582407953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monaragala,7,2023-02-13,2023-02-19, 2023-02-13 to 2023-02-19,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,93,93,93.0,0.0,0.0,0.0,2,0,1,0,7,0.7485107481711011,0.6631226582407953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mullaitivu,7,2023-02-13,2023-02-19, 2023-02-13 to 2023-02-19,26.64,26.64,26.64,26.64,26.64,26.64,26.64,26.64,26.64,84,84,84.0,1.61,1.61,1.61,2,0,1,0,7,0.7485107481711011,0.6631226582407953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuwara Eliya,7,2023-02-13,2023-02-19, 2023-02-13 to 2023-02-19,12.72,12.72,12.72,12.72,12.72,12.72,12.72,12.72,12.72,97,97,97.0,0.15,0.15,0.15,2,0,1,0,7,0.7485107481711011,0.6631226582407953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Polonnaruwa,7,2023-02-13,2023-02-19, 2023-02-13 to 2023-02-19,22.77,22.77,22.77,22.77,22.77,22.77,22.77,22.77,22.77,99,99,99.0,0.0,0.0,0.0,2,0,1,0,7,0.7485107481711011,0.6631226582407953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puttalam,7,2023-02-13,2023-02-19, 2023-02-13 to 2023-02-19,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,91,91,91.0,0.0,0.0,0.0,2,0,1,0,7,0.7485107481711011,0.6631226582407953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ratnapura,7,2023-02-13,2023-02-19, 2023-02-13 to 2023-02-19,23.65,23.65,23.65,23.65,23.65,23.65,23.65,23.65,23.65,97,97,97.0,0.26,0.26,0.26,2,0,1,0,7,0.7485107481711011,0.6631226582407953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trincomalee,7,2023-02-13,2023-02-19, 2023-02-13 to 2023-02-19,26.44,26.44,26.44,26.44,26.44,26.44,26.44,26.44,26.44,85,85,85.0,2.48,2.48,2.48,2,0,1,0,7,0.7485107481711011,0.6631226582407953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vavuniya,7,2023-02-13,2023-02-19, 2023-02-13 to 2023-02-19,22.81,22.81,22.81,22.81,22.81,22.81,22.81,22.81,22.81,100,100,100.0,0.0,0.0,0.0,2,0,1,0,7,0.7485107481711011,0.6631226582407953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
