district,week_id,start_date,end_date,Duration,T2M_max,T2M_min,T2M_avg,T2M_MAX_max,T2M_MAX_min,T2M_MAX_avg,T2M_MIN_max,T2M_MIN_min,T2M_MIN_avg,RH2M_max,RH2M_min,RH2M_avg,PRECTOTCORR_max,PRECTOTCORR_min,PRECTOTCORR_avg,month,monsoon_IM2,monsoon_NE,monsoon_SW,week_number,sin_week,cos_week,target,PRECTOTCORR_avg_lag_1,T2M_avg_lag_1,RH2M_avg_lag_1,PRECTOTCORR_avg_lag_2,T2M_avg_lag_2,RH2M_avg_lag_2,PRECTOTCORR_avg_lag_3,T2M_avg_lag_3,RH2M_avg_lag_3,PRECTOTCORR_avg_lag_4,T2M_avg_lag_4,RH2M_avg_lag_4,PRECTOTCORR_avg_lag_5,T2M_avg_lag_5,RH2M_avg_lag_5,PRECTOTCORR_avg_lag_6,T2M_avg_lag_6,RH2M_avg_lag_6
Ampara,8,2026-02-16,2026-02-22, 2026-02-16 to 2026-02-22,29.71,22.11,24.601666666666667,29.71,22.11,24.601666666666667,29.71,22.11,24.577222222222222,99,67,90.83333333333333,43.22,0.0,5.155555555555555,2,0,1,0,8,0.8229838658936564,0.5680647467311559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anuradhapura,8,2026-02-16,2026-02-22, 2026-02-16 to 2026-02-22,29.67,21.69,24.19666666666667,29.67,21.69,24.19666666666667,29.67,21.69,24.147222222222226,99,66,90.61111111111111,24.03,0.0,3.441666666666667,2,0,1,0,8,0.8229838658936564,0.5680647467311559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Badulla,8,2026-02-16,2026-02-22, 2026-02-16 to 2026-02-22,27.64,21.04,23.147222222222226,27.64,21.04,23.147222222222226,27.64,21.04,23.117222222222225,98,74,91.88888888888889,14.72,0.0,4.015000000000001,2,0,1,0,8,0.8229838658936564,0.5680647467311559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Batticaloa,8,2026-02-16,2026-02-22, 2026-02-16 to 2026-02-22,27.13,22.85,25.308333333333334,27.13,22.85,25.308333333333334,27.13,22.85,25.28944444444444,93,78,86.5,5.11,0.0,2.0772222222222223,2,0,1,0,8,0.8229838658936564,0.5680647467311559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombo,8,2026-02-16,2026-02-22, 2026-02-16 to 2026-02-22,26.97,24.36,25.647777777777776,26.97,24.36,25.647777777777776,26.97,24.36,25.60222222222222,94,77,85.16666666666667,4.11,0.0,0.9705555555555557,2,0,1,0,8,0.8229838658936564,0.5680647467311559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Galle,8,2026-02-16,2026-02-22, 2026-02-16 to 2026-02-22,28.35,23.99,25.370555555555555,28.35,23.99,25.370555555555555,28.35,23.99,25.304999999999996,92,71,85.88888888888889,6.48,0.0,1.7955555555555556,2,0,1,0,8,0.8229838658936564,0.5680647467311559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gampaha,8,2026-02-16,2026-02-22, 2026-02-16 to 2026-02-22,20.44,15.88,17.435000000000002,20.44,15.88,17.435000000000002,20.44,15.88,17.39333333333333,99,81,92.55555555555556,11.05,0.0,2.663888888888889,2,0,1,0,8,0.8229838658936564,0.5680647467311559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hambantota,8,2026-02-16,2026-02-22, 2026-02-16 to 2026-02-22,29.26,23.87,26.25555555555556,29.26,23.87,26.25555555555556,29.26,23.87,26.078333333333333,95,67,80.83333333333333,16.18,0.0,2.2044444444444444,2,0,1,0,8,0.8229838658936564,0.5680647467311559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaffna,8,2026-02-16,2026-02-22, 2026-02-16 to 2026-02-22,27.08,25.21,26.424999999999997,27.08,25.21,26.424999999999997,27.08,25.21,26.415000000000003,87,79,83.88888888888889,6.54,0.0,1.9177777777777776,2,0,1,0,8,0.8229838658936564,0.5680647467311559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kalutara,8,2026-02-16,2026-02-22, 2026-02-16 to 2026-02-22,27.58,21.37,23.43611111111111,27.58,21.37,23.43611111111111,27.58,21.37,23.40222222222222,99,79,94.55555555555556,6.85,0.0,2.464444444444444,2,0,1,0,8,0.8229838658936564,0.5680647467311559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
