district,week_id,start_date,end_date,Duration,T2M_max,T2M_min,T2M_avg,T2M_MAX_max,T2M_MAX_min,T2M_MAX_avg,T2M_MIN_max,T2M_MIN_min,T2M_MIN_avg,RH2M_max,RH2M_min,RH2M_avg,PRECTOTCORR_max,PRECTOTCORR_min,PRECTOTCORR_avg,month,monsoon_IM2,monsoon_NE,monsoon_SW,week_number,sin_week,cos_week,target,PRECTOTCORR_avg_lag_1,T2M_avg_lag_1,RH2M_avg_lag_1,PRECTOTCORR_avg_lag_2,T2M_avg_lag_2,RH2M_avg_lag_2,PRECTOTCORR_avg_lag_3,T2M_avg_lag_3,RH2M_avg_lag_3,PRECTOTCORR_avg_lag_4,T2M_avg_lag_4,RH2M_avg_lag_4,PRECTOTCORR_avg_lag_5,T2M_avg_lag_5,RH2M_avg_lag_5,PRECTOTCORR_avg_lag_6,T2M_avg_lag_6,RH2M_avg_lag_6
Kandy,12,2026-03-16,2026-03-22, 2026-03-16 to 2026-03-22,32.0,19.88,24.62375,32.0,19.88,24.87125,32.0,19.33,24.555,95,29,67.125,0.12,0.0,0.015,3,0,1,0,12,0.992708874098054,0.120536680255323,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kegalle,12,2026-03-16,2026-03-22, 2026-03-16 to 2026-03-22,28.75,18.74,22.79375,28.75,18.74,22.99,28.75,18.19,22.725,96,42,73.125,0.0,0.0,0.0,3,0,1,0,12,0.992708874098054,0.120536680255323,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kilinochchi,12,2026-03-16,2026-03-22, 2026-03-16 to 2026-03-22,33.74,23.28,27.40625,33.74,23.28,27.63125,33.74,22.97,27.3675,93,38,70.0,0.0,0.0,0.0,3,0,1,0,12,0.992708874098054,0.120536680255323,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurunegala,12,2026-03-16,2026-03-22, 2026-03-16 to 2026-03-22,33.31,20.58,25.57125,33.31,20.58,25.822499999999998,33.31,20.13,25.515,97,27,68.5,0.0,0.0,0.0,3,0,1,0,12,0.992708874098054,0.120536680255323,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mannar,12,2026-03-16,2026-03-22, 2026-03-16 to 2026-03-22,30.33,24.98,27.005,30.33,24.98,27.0675,30.33,24.81,26.98375,89,62,75.875,0.0,0.0,0.0,3,0,1,0,12,0.992708874098054,0.120536680255323,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matale,12,2026-03-16,2026-03-22, 2026-03-16 to 2026-03-22,34.57,21.28,26.53125,34.57,21.28,26.77,34.57,20.87,26.48,98,32,69.625,0.0,0.0,0.0,3,0,1,0,12,0.992708874098054,0.120536680255323,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matara,12,2026-03-16,2026-03-22, 2026-03-16 to 2026-03-22,28.74,27.09,28.03125,28.74,27.09,28.03125,28.74,26.75,27.927500000000002,82,73,77.125,2.1,0.0,0.43125,3,0,1,0,12,0.992708874098054,0.120536680255323,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monaragala,12,2026-03-16,2026-03-22, 2026-03-16 to 2026-03-22,34.32,22.29,26.776249999999997,34.32,22.29,26.990000000000002,34.32,22.0,26.74,95,37,73.125,0.0,0.0,0.0,3,0,1,0,12,0.992708874098054,0.120536680255323,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mullaitivu,12,2026-03-16,2026-03-22, 2026-03-16 to 2026-03-22,28.33,27.6,27.92375,28.33,27.6,27.9275,28.33,27.55,27.917499999999997,76,73,74.625,0.0,0.0,0.0,3,0,1,0,12,0.992708874098054,0.120536680255323,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuwara Eliya,12,2026-03-16,2026-03-22, 2026-03-16 to 2026-03-22,20.29,10.27,14.315,20.29,10.27,14.52125,20.29,9.3,14.19375,92,42,72.875,0.17,0.0,0.037500000000000006,3,0,1,0,12,0.992708874098054,0.120536680255323,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Polonnaruwa,12,2026-03-16,2026-03-22, 2026-03-16 to 2026-03-22,35.11,22.38,26.9175,35.11,22.38,27.1125,35.11,22.04,26.875,96,33,74.125,0.0,0.0,0.0,3,0,1,0,12,0.992708874098054,0.120536680255323,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puttalam,12,2026-03-16,2026-03-22, 2026-03-16 to 2026-03-22,32.05,25.11,27.8125,32.05,25.11,27.896250000000002,32.05,24.81,27.775,86,45,70.875,0.0,0.0,0.0,3,0,1,0,12,0.992708874098054,0.120536680255323,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ratnapura,12,2026-03-16,2026-03-22, 2026-03-16 to 2026-03-22,35.0,22.56,26.985,35.0,22.56,27.1825,35.0,22.21,26.94125,94,36,74.0,1.46,0.0,0.21875,3,0,1,0,12,0.992708874098054,0.120536680255323,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trincomalee,12,2026-03-16,2026-03-22, 2026-03-16 to 2026-03-22,28.17,27.35,27.747500000000002,28.17,27.35,27.759999999999998,28.17,27.31,27.7425,76,73,74.125,0.0,0.0,0.0,3,0,1,0,12,0.992708874098054,0.120536680255323,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vavuniya,12,2026-03-16,2026-03-22, 2026-03-16 to 2026-03-22,37.27,22.01,27.5775,37.27,22.01,27.81875,37.27,21.7,27.53875,99,20,67.375,0.0,0.0,0.0,3,0,1,0,12,0.992708874098054,0.120536680255323,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
