district,week_id,start_date,end_date,Duration,T2M_max,T2M_min,T2M_avg,T2M_MAX_max,T2M_MAX_min,T2M_MAX_avg,T2M_MIN_max,T2M_MIN_min,T2M_MIN_avg,RH2M_max,RH2M_min,RH2M_avg,PRECTOTCORR_max,PRECTOTCORR_min,PRECTOTCORR_avg,month,monsoon_IM2,monsoon_NE,monsoon_SW,week_number,sin_week,cos_week,target,PRECTOTCORR_avg_lag_1,T2M_avg_lag_1,RH2M_avg_lag_1,PRECTOTCORR_avg_lag_2,T2M_avg_lag_2,RH2M_avg_lag_2,PRECTOTCORR_avg_lag_3,T2M_avg_lag_3,RH2M_avg_lag_3,PRECTOTCORR_avg_lag_4,T2M_avg_lag_4,RH2M_avg_lag_4,PRECTOTCORR_avg_lag_5,T2M_avg_lag_5,RH2M_avg_lag_5,PRECTOTCORR_avg_lag_6,T2M_avg_lag_6,RH2M_avg_lag_6
Kandy,5,2022-01-31,2022-02-06, 2022-01-31 to 2022-02-06,20.96,20.96,20.96,20.96,20.96,20.96,20.96,20.96,20.96,99,99,99.0,0.0,0.0,0.0,1,0,1,0,5,0.5680647467311558,0.8229838658936564,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kegalle,5,2022-01-31,2022-02-06, 2022-01-31 to 2022-02-06,20.03,20.03,20.03,20.03,20.03,20.03,20.03,20.03,20.03,98,98,98.0,0.0,0.0,0.0,1,0,1,0,5,0.5680647467311558,0.8229838658936564,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kilinochchi,5,2022-01-31,2022-02-06, 2022-01-31 to 2022-02-06,24.79,24.79,24.79,24.79,24.79,24.79,24.79,24.79,24.79,92,92,92.0,0.19,0.19,0.19,1,0,1,0,5,0.5680647467311558,0.8229838658936564,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurunegala,5,2022-01-31,2022-02-06, 2022-01-31 to 2022-02-06,21.97,21.97,21.97,21.97,21.97,21.97,21.97,21.97,21.97,99,99,99.0,0.0,0.0,0.0,1,0,1,0,5,0.5680647467311558,0.8229838658936564,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mannar,5,2022-01-31,2022-02-06, 2022-01-31 to 2022-02-06,25.92,25.92,25.92,25.92,25.92,25.92,25.92,25.92,25.92,87,87,87.0,0.0,0.0,0.0,1,0,1,0,5,0.5680647467311558,0.8229838658936564,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matale,5,2022-01-31,2022-02-06, 2022-01-31 to 2022-02-06,23.08,23.08,23.08,23.08,23.08,23.08,23.08,23.08,23.08,95,95,95.0,0.0,0.0,0.0,1,0,1,0,5,0.5680647467311558,0.8229838658936564,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matara,5,2022-01-31,2022-02-06, 2022-01-31 to 2022-02-06,27.22,27.22,27.22,27.22,27.22,27.22,27.22,27.22,27.22,82,82,82.0,0.34,0.34,0.34,1,0,1,0,5,0.5680647467311558,0.8229838658936564,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monaragala,5,2022-01-31,2022-02-06, 2022-01-31 to 2022-02-06,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,91,91,91.0,0.0,0.0,0.0,1,0,1,0,5,0.5680647467311558,0.8229838658936564,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mullaitivu,5,2022-01-31,2022-02-06, 2022-01-31 to 2022-02-06,26.65,26.65,26.65,26.65,26.65,26.65,26.65,26.65,26.65,85,85,85.0,1.37,1.37,1.37,1,0,1,0,5,0.5680647467311558,0.8229838658936564,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuwara Eliya,5,2022-01-31,2022-02-06, 2022-01-31 to 2022-02-06,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,98,98,98.0,0.0,0.0,0.0,1,0,1,0,5,0.5680647467311558,0.8229838658936564,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Polonnaruwa,5,2022-01-31,2022-02-06, 2022-01-31 to 2022-02-06,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,97,97,97.0,0.22,0.22,0.22,1,0,1,0,5,0.5680647467311558,0.8229838658936564,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puttalam,5,2022-01-31,2022-02-06, 2022-01-31 to 2022-02-06,25.36,25.36,25.36,25.36,25.36,25.36,25.36,25.36,25.36,89,89,89.0,0.0,0.0,0.0,1,0,1,0,5,0.5680647467311558,0.8229838658936564,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ratnapura,5,2022-01-31,2022-02-06, 2022-01-31 to 2022-02-06,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,96,96,96.0,0.0,0.0,0.0,1,0,1,0,5,0.5680647467311558,0.8229838658936564,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trincomalee,5,2022-01-31,2022-02-06, 2022-01-31 to 2022-02-06,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,85,85,85.0,2.22,2.22,2.22,1,0,1,0,5,0.5680647467311558,0.8229838658936564,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vavuniya,5,2022-01-31,2022-02-06, 2022-01-31 to 2022-02-06,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,96,96,96.0,0.0,0.0,0.0,1,0,1,0,5,0.5680647467311558,0.8229838658936564,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
