district,week_id,start_date,end_date,Duration,T2M_max,T2M_min,T2M_avg,T2M_MAX_max,T2M_MAX_min,T2M_MAX_avg,T2M_MIN_max,T2M_MIN_min,T2M_MIN_avg,RH2M_max,RH2M_min,RH2M_avg,PRECTOTCORR_max,PRECTOTCORR_min,PRECTOTCORR_avg,month,monsoon_IM2,monsoon_NE,monsoon_SW,week_number,sin_week,cos_week,target,PRECTOTCORR_avg_lag_1,T2M_avg_lag_1,RH2M_avg_lag_1,PRECTOTCORR_avg_lag_2,T2M_avg_lag_2,RH2M_avg_lag_2,PRECTOTCORR_avg_lag_3,T2M_avg_lag_3,RH2M_avg_lag_3,PRECTOTCORR_avg_lag_4,T2M_avg_lag_4,RH2M_avg_lag_4,PRECTOTCORR_avg_lag_5,T2M_avg_lag_5,RH2M_avg_lag_5,PRECTOTCORR_avg_lag_6,T2M_avg_lag_6,RH2M_avg_lag_6
Kandy,7,2022-02-14,2022-02-20, 2022-02-14 to 2022-02-20,20.14,20.14,20.14,20.14,20.14,20.14,20.14,20.14,20.14,99,99,99.0,0.0,0.0,0.0,2,0,1,0,7,0.7485107481711011,0.6631226582407953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kegalle,7,2022-02-14,2022-02-20, 2022-02-14 to 2022-02-20,19.41,19.41,19.41,19.41,19.41,19.41,19.41,19.41,19.41,99,99,99.0,0.0,0.0,0.0,2,0,1,0,7,0.7485107481711011,0.6631226582407953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kilinochchi,7,2022-02-14,2022-02-20, 2022-02-14 to 2022-02-20,24.43,24.43,24.43,24.43,24.43,24.43,24.43,24.43,24.43,93,93,93.0,0.54,0.54,0.54,2,0,1,0,7,0.7485107481711011,0.6631226582407953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurunegala,7,2022-02-14,2022-02-20, 2022-02-14 to 2022-02-20,21.22,21.22,21.22,21.22,21.22,21.22,21.22,21.22,21.22,98,98,98.0,0.0,0.0,0.0,2,0,1,0,7,0.7485107481711011,0.6631226582407953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mannar,7,2022-02-14,2022-02-20, 2022-02-14 to 2022-02-20,25.53,25.53,25.53,25.53,25.53,25.53,25.53,25.53,25.53,88,88,88.0,0.41,0.41,0.41,2,0,1,0,7,0.7485107481711011,0.6631226582407953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matale,7,2022-02-14,2022-02-20, 2022-02-14 to 2022-02-20,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,98,98,98.0,0.0,0.0,0.0,2,0,1,0,7,0.7485107481711011,0.6631226582407953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matara,7,2022-02-14,2022-02-20, 2022-02-14 to 2022-02-20,27.06,27.06,27.06,27.06,27.06,27.06,27.06,27.06,27.06,80,80,80.0,0.0,0.0,0.0,2,0,1,0,7,0.7485107481711011,0.6631226582407953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monaragala,7,2022-02-14,2022-02-20, 2022-02-14 to 2022-02-20,22.74,22.74,22.74,22.74,22.74,22.74,22.74,22.74,22.74,93,93,93.0,0.0,0.0,0.0,2,0,1,0,7,0.7485107481711011,0.6631226582407953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mullaitivu,7,2022-02-14,2022-02-20, 2022-02-14 to 2022-02-20,26.74,26.74,26.74,26.74,26.74,26.74,26.74,26.74,26.74,83,83,83.0,1.04,1.04,1.04,2,0,1,0,7,0.7485107481711011,0.6631226582407953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuwara Eliya,7,2022-02-14,2022-02-20, 2022-02-14 to 2022-02-20,12.63,12.63,12.63,12.63,12.63,12.63,12.63,12.63,12.63,96,96,96.0,0.33,0.33,0.33,2,0,1,0,7,0.7485107481711011,0.6631226582407953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Polonnaruwa,7,2022-02-14,2022-02-20, 2022-02-14 to 2022-02-20,22.73,22.73,22.73,22.73,22.73,22.73,22.73,22.73,22.73,99,99,99.0,0.0,0.0,0.0,2,0,1,0,7,0.7485107481711011,0.6631226582407953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puttalam,7,2022-02-14,2022-02-20, 2022-02-14 to 2022-02-20,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,92,92,92.0,0.0,0.0,0.0,2,0,1,0,7,0.7485107481711011,0.6631226582407953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ratnapura,7,2022-02-14,2022-02-20, 2022-02-14 to 2022-02-20,23.45,23.45,23.45,23.45,23.45,23.45,23.45,23.45,23.45,97,97,97.0,0.0,0.0,0.0,2,0,1,0,7,0.7485107481711011,0.6631226582407953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trincomalee,7,2022-02-14,2022-02-20, 2022-02-14 to 2022-02-20,26.32,26.32,26.32,26.32,26.32,26.32,26.32,26.32,26.32,85,85,85.0,2.8,2.8,2.8,2,0,1,0,7,0.7485107481711011,0.6631226582407953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vavuniya,7,2022-02-14,2022-02-20, 2022-02-14 to 2022-02-20,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,100,100,100.0,0.13,0.13,0.13,2,0,1,0,7,0.7485107481711011,0.6631226582407953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
