district,week_id,start_date,end_date,Duration,T2M_max,T2M_min,T2M_avg,T2M_MAX_max,T2M_MAX_min,T2M_MAX_avg,T2M_MIN_max,T2M_MIN_min,T2M_MIN_avg,RH2M_max,RH2M_min,RH2M_avg,PRECTOTCORR_max,PRECTOTCORR_min,PRECTOTCORR_avg,month,monsoon_IM2,monsoon_NE,monsoon_SW,week_number,sin_week,cos_week,target,PRECTOTCORR_avg_lag_1,T2M_avg_lag_1,RH2M_avg_lag_1,PRECTOTCORR_avg_lag_2,T2M_avg_lag_2,RH2M_avg_lag_2,PRECTOTCORR_avg_lag_3,T2M_avg_lag_3,RH2M_avg_lag_3,PRECTOTCORR_avg_lag_4,T2M_avg_lag_4,RH2M_avg_lag_4,PRECTOTCORR_avg_lag_5,T2M_avg_lag_5,RH2M_avg_lag_5,PRECTOTCORR_avg_lag_6,T2M_avg_lag_6,RH2M_avg_lag_6
Kandy,11,2025-03-10,2025-03-16, 2025-03-10 to 2025-03-16,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,98,98,98.0,0.55,0.55,0.55,3,0,1,0,11,0.970941817426052,0.23931566428755804,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kegalle,11,2025-03-10,2025-03-16, 2025-03-10 to 2025-03-16,18.95,18.95,18.95,18.95,18.95,18.95,18.95,18.95,18.95,94,94,94.0,0.46,0.46,0.46,3,0,1,0,11,0.970941817426052,0.23931566428755804,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kilinochchi,11,2025-03-10,2025-03-16, 2025-03-10 to 2025-03-16,24.21,24.21,24.21,24.21,24.21,24.21,24.21,24.21,24.21,94,94,94.0,0.12,0.12,0.12,3,0,1,0,11,0.970941817426052,0.23931566428755804,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurunegala,11,2025-03-10,2025-03-16, 2025-03-10 to 2025-03-16,20.34,20.34,20.34,20.34,20.34,20.34,20.34,20.34,20.34,99,99,99.0,0.18,0.18,0.18,3,0,1,0,11,0.970941817426052,0.23931566428755804,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mannar,11,2025-03-10,2025-03-16, 2025-03-10 to 2025-03-16,25.52,25.52,25.52,25.52,25.52,25.52,25.52,25.52,25.52,89,89,89.0,2.72,2.72,2.72,3,0,1,0,11,0.970941817426052,0.23931566428755804,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matale,11,2025-03-10,2025-03-16, 2025-03-10 to 2025-03-16,21.06,21.06,21.06,21.06,21.06,21.06,21.06,21.06,21.06,99,99,99.0,1.32,1.32,1.32,3,0,1,0,11,0.970941817426052,0.23931566428755804,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matara,11,2025-03-10,2025-03-16, 2025-03-10 to 2025-03-16,24.35,24.35,24.35,24.35,24.35,24.35,24.35,24.35,24.35,91,91,91.0,1.2,1.2,1.2,3,0,1,0,11,0.970941817426052,0.23931566428755804,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monaragala,11,2025-03-10,2025-03-16, 2025-03-10 to 2025-03-16,22.53,22.53,22.53,22.53,22.53,22.53,22.53,22.53,22.53,97,97,97.0,0.0,0.0,0.0,3,0,1,0,11,0.970941817426052,0.23931566428755804,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mullaitivu,11,2025-03-10,2025-03-16, 2025-03-10 to 2025-03-16,25.43,25.43,25.43,25.43,25.43,25.43,25.43,25.43,25.43,88,88,88.0,0.18,0.18,0.18,3,0,1,0,11,0.970941817426052,0.23931566428755804,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuwara Eliya,11,2025-03-10,2025-03-16, 2025-03-10 to 2025-03-16,11.44,11.44,11.44,11.44,11.44,11.44,11.44,11.44,11.44,96,96,96.0,0.64,0.64,0.64,3,0,1,0,11,0.970941817426052,0.23931566428755804,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Polonnaruwa,11,2025-03-10,2025-03-16, 2025-03-10 to 2025-03-16,21.82,21.82,21.82,21.82,21.82,21.82,21.82,21.82,21.82,97,97,97.0,0.57,0.57,0.57,3,0,1,0,11,0.970941817426052,0.23931566428755804,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puttalam,11,2025-03-10,2025-03-16, 2025-03-10 to 2025-03-16,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,94,94,94.0,0.0,0.0,0.0,3,0,1,0,11,0.970941817426052,0.23931566428755804,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ratnapura,11,2025-03-10,2025-03-16, 2025-03-10 to 2025-03-16,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,99,99,99.0,1.06,1.06,1.06,3,0,1,0,11,0.970941817426052,0.23931566428755804,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trincomalee,11,2025-03-10,2025-03-16, 2025-03-10 to 2025-03-16,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,88,88,88.0,0.51,0.51,0.51,3,0,1,0,11,0.970941817426052,0.23931566428755804,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vavuniya,11,2025-03-10,2025-03-16, 2025-03-10 to 2025-03-16,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,99,99,99.0,1.31,1.31,1.31,3,0,1,0,11,0.970941817426052,0.23931566428755804,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
