district,week_id,start_date,end_date,Duration,T2M_max,T2M_min,T2M_avg,T2M_MAX_max,T2M_MAX_min,T2M_MAX_avg,T2M_MIN_max,T2M_MIN_min,T2M_MIN_avg,RH2M_max,RH2M_min,RH2M_avg,PRECTOTCORR_max,PRECTOTCORR_min,PRECTOTCORR_avg,month,monsoon_IM2,monsoon_NE,monsoon_SW,week_number,sin_week,cos_week,PRECTOTCORR_avg_lag_1,PRECTOTCORR_avg_lag_2,PRECTOTCORR_avg_lag_3,PRECTOTCORR_avg_lag_4,PRECTOTCORR_avg_lag_5,PRECTOTCORR_avg_lag_6,T2M_avg_lag_1,T2M_avg_lag_2,T2M_avg_lag_3,T2M_avg_lag_4,T2M_avg_lag_5,T2M_avg_lag_6,RH2M_avg_lag_1,RH2M_avg_lag_2,RH2M_avg_lag_3,RH2M_avg_lag_4,RH2M_avg_lag_5,RH2M_avg_lag_6,target
Polonnaruwa,169,2023-03-25,2023-03-31, 2023-03-25 to 2023-03-31,27.59,26.69,27.21,32.15,30.8,31.37857143,24.68,22.82,23.75714286,82.5,76.68,80.25285714,0.4,0.0,0.122857143,3,False,False,False,12,0.992708874,0.12053668,8.768571429,3.5,1.612857143,4.41,3.38,0.188571429,27.23,26.29428571,26.12571429,25.57857143,25.35,24.06,83.13142857,86.94142857,85.76714286,81.88285714,83.13571429,82.09142857,1
Ratnapura,44,2020-10-31,2020-11-06, 2020-10-31 to 2020-11-06,25.61,24.43,25.09714286,30.19,27.85,28.99714286,22.91,21.69,22.31,89.81,84.14,87.56571429,21.83,3.36,10.7,10,True,False,False,44,-0.822983866,0.568064747,2.93,0.995714286,9.271428571,1.122857143,5.84,9.248571429,25.04285714,25.02285714,24.89,24.78428571,24.61285714,24.27,87.11285714,87.54714286,88.60285714,86.38,88.79857143,88.21428571,0
Polonnaruwa,105,2022-01-01,2022-01-07, 2022-01-01 to 2022-01-07,26.37,25.85,26.03285714,28.7,27.69,28.35428571,24.89,24.12,24.53857143,89.78,88.54,89.25714286,34.05,3.91,19.27428571,1,False,True,False,52,6.43e-16,1.0,5.368571429,2.318571429,12.04571429,4.764285714,13.10285714,21.73571429,25.27571429,25.20857143,26.00571429,26.40428571,26.17142857,25.78428571,83.31142857,84.82,87.90142857,84.46428571,86.65285714,89.20857143,0
Jaffna,216,2024-02-17,2024-02-23, 2024-02-17 to 2024-02-23,28.37,27.14,27.64285714,30.03,28.78,29.37857143,26.56,25.43,26.01571429,78.94,75.27,77.60142857,0.3,0.0,0.045714286,2,False,True,False,7,0.748510748,0.663122658,0.04,0.017142857,0.475714286,0.441428571,5.56,7.374285714,27.36428571,26.89571429,26.96857143,26.49,26.27142857,26.82142857,76.70285714,79.25142857,79.20857143,77.14285714,77.65428571,83.87,0
Galle,19,2020-05-09,2020-05-15, 2020-05-09 to 2020-05-15,29.2,28.27,28.8,30.63,28.85,29.61857143,28.61,27.51,28.06142857,84.9,79.09,82.74142857,77.96,6.98,21.88285714,5,False,False,True,19,0.748510748,-0.663122658,7.985714286,7.605714286,5.878571429,7.194285714,4.137142857,4.794285714,28.97142857,28.93571429,28.89428571,28.75571429,28.31571429,28.20285714,82.16571429,80.16142857,80.38857143,79.81285714,80.15714286,76.77428571,0
Kilinochchi,44,2020-10-31,2020-11-06, 2020-10-31 to 2020-11-06,28.81,27.86,28.40142857,30.63,28.54,29.68428571,27.75,27.23,27.44857143,85.85,70.97,77.39857143,8.42,0.31,3.72,10,True,False,False,44,-0.822983866,0.568064747,4.721428571,3.081428571,1.527142857,2.97,6.588571429,0.805714286,28.17142857,28.36142857,28.40857143,28.36571429,27.98,28.27428571,77.73142857,79.99142857,79.41428571,79.22142857,81.06714286,77.61142857,0
Vavuniya,230,2024-05-25,2024-05-31, 2024-05-25 to 2024-05-31,30.01,28.67,29.36,34.46,30.91,32.69285714,27.4,26.98,27.17714286,83.54,76.27,79.73857143,4.15,0.13,0.927142857,5,False,False,True,21,0.568064747,-0.822983866,6.835714286,11.23,2.467142857,1.447142857,0.237142857,0.768571429,28.41,29.67571429,30.83142857,31.24428571,30.99571429,30.51285714,85.19571429,75.97285714,73.80142857,71.65,68.17285714,72.03571429,0
Kalutara,171,2023-04-08,2023-04-14, 2023-04-08 to 2023-04-14,28.33,27.78,28.03571429,31.18,29.71,30.63142857,26.7,24.74,25.49285714,82.7,74.29,76.81142857,10.66,0.26,3.464285714,4,False,False,False,14,0.992708874,-0.12053668,7.891428571,3.841428571,10.45285714,7.741428571,2.894285714,2.38,27.38857143,27.55142857,27.28857143,27.29285714,27.05714286,26.64428571,81.54,81.45571429,81.67571429,79.98,78.62714286,76.76857143,0
Badulla,213,2024-01-27,2024-02-02, 2024-01-27 to 2024-02-02,24.87,22.69,24.08285714,29.04,26.89,28.00857143,22.14,18.64,21.24571429,92.62,88.99,91.14,10.01,1.87,5.33,1,False,True,False,4,0.464723172,0.885456026,1.201428571,3.201428571,28.47285714,17.18285714,16.56428571,14.19142857,22.40571429,22.49285714,23.58714286,23.95285714,23.98571429,23.85142857,88.62,90.78571429,93.86714286,93.38714286,93.64,93.53857143,1
Monaragala,288,2025-07-05,2025-07-11, 2025-07-05 to 2025-07-11,25.6,24.64,25.22428571,30.41,28.26,29.71142857,22.51,22.15,22.32285714,85.14,81.19,83.27714286,1.08,0.2,0.495714286,7,False,False,True,27,-0.12053668,-0.992708874,0.567142857,0.595714286,2.165714286,4.615714286,2.08,6.978571429,24.90714286,24.59,24.62285714,24.95714286,25.26142857,24.90857143,83.48714286,84.75857143,85.68142857,85.24714286,86.25714286,86.39428571,0
Kegalle,206,2023-12-09,2023-12-15, 2023-12-09 to 2023-12-15,25.18,24.02,24.63857143,28.72,25.77,27.62285714,22.98,21.64,22.48285714,95.99,89.98,93.24,48.81,11.38,22.8,12,False,True,False,49,-0.354604887,0.935016243,12.76571429,9.57,19.19857143,11.44571429,20.22571429,17.12571429,25.20714286,24.42428571,25.32714286,25.04142857,24.84714286,25.16,91.63428571,92.57,87.89857143,91.70428571,89.58,87.25428571,0
Galle,15,2020-04-11,2020-04-17, 2020-04-11 to 2020-04-17,28.95,28.47,28.75571429,30.5,29.52,29.94714286,28.15,27.55,27.76428571,81.64,77.22,79.81285714,15.01,3.58,7.194285714,4,False,False,False,15,0.970941817,-0.239315664,4.137142857,4.794285714,1.271428571,2.48,0.572857143,1.285714286,28.31571429,28.20285714,28.18714286,28.29714286,28.04714286,27.87714286,80.15714286,76.77428571,74.77857143,78.82,76.27285714,77.73142857,0
Badulla,291,2025-07-26,2025-08-01, 2025-07-26 to 2025-08-01,26.3,24.25,25.31714286,31.89,28.77,30.40285714,23.26,21.09,21.97142857,81.3,75.28,78.50285714,13.3,0.02,2.421428571,7,False,False,True,30,-0.464723172,-0.885456026,2.277142857,1.594285714,0.495714286,0.567142857,0.595714286,2.165714286,24.61,24.86571429,25.22428571,24.90714286,24.59,24.62285714,80.16,80.80285714,83.27714286,83.48714286,84.75857143,85.68142857,1
Kalutara,161,2023-01-28,2023-02-03, 2023-01-28 to 2023-02-03,26.19,25.0,25.59,29.03,26.25,27.79,24.52,21.75,23.61428571,88.32,77.36,84.09,18.71,0.03,6.985714286,1,False,True,False,4,0.464723172,0.885456026,6.92,6.395714286,2.272857143,1.127142857,8.802857143,5.341428571,25.73428571,25.49,25.42714286,25.65428571,25.88285714,25.83285714,80.76857143,80.19857143,79.09285714,80.07857143,85.37,87.33,0
Gampaha,65,2021-03-27,2021-04-02, 2021-03-27 to 2021-04-02,27.95,26.7,27.13714286,31.3,29.31,30.20428571,26.21,23.8,24.69285714,87.03,75.13,81.08285714,38.14,0.27,8.758571429,3,False,False,False,12,0.992708874,0.12053668,5.407142857,3.795714286,7.495714286,0.078571429,2.045714286,0.58,26.91428571,27.14571429,27.12,26.31571429,26.55,26.00714286,77.13,76.61428571,76.78285714,71.83,80.85571429,80.91857143,2
Matara,282,2025-05-24,2025-05-30, 2025-05-24 to 2025-05-30,28.02,27.59,27.82,29.51,28.25,28.83285714,27.37,26.52,27.01714286,89.31,85.4,88.37,15.91,4.13,9.295714286,5,False,False,True,21,0.568064747,-0.822983866,5.567142857,4.435714286,6.892857143,10.86142857,6.145714286,4.934285714,28.02714286,28.12428571,27.96714286,27.72142857,27.99142857,28.16,86.71571429,84.73428571,84.94857143,83.70714286,85.31142857,84.73,0
Vavuniya,211,2024-01-13,2024-01-19, 2024-01-13 to 2024-01-19,26.07,24.08,25.05857143,28.63,26.91,27.95857143,24.51,21.61,22.92857143,89.52,76.98,83.59142857,31.4,0.0,8.992857143,1,False,True,False,2,0.239315664,0.970941817,10.08428571,2.22,7.785714286,22.29,21.25142857,9.614285714,25.97285714,25.85142857,26.26285714,26.37714286,26.33857143,26.76,88.66571429,87.12,88.98,91.52714286,90.03142857,92.30571429,0
Ampara,107,2022-01-15,2022-01-21, 2022-01-15 to 2022-01-21,27.32,25.15,26.46428571,28.64,26.89,27.76428571,26.35,23.74,25.38428571,85.41,72.27,79.39714286,6.08,0.0,2.257142857,1,False,True,False,2,0.239315664,0.970941817,3.952857143,10.27285714,2.608571429,1.52,9.165714286,2.818571429,26.74285714,27.04714286,26.71714286,26.61428571,27.21857143,27.29428571,85.13142857,85.20428571,76.75142857,79.46571429,82.21428571,82.00857143,0
Anuradhapura,27,2020-07-04,2020-07-10, 2020-07-04 to 2020-07-10,28.46,26.21,27.38428571,34.23,29.59,31.77285714,25.02,23.86,24.55714286,87.09,71.07,77.61428571,17.82,0.0,4.654285714,7,False,False,True,27,-0.12053668,-0.992708874,0.165714286,6.67,0.232857143,1.022857143,0.47,0.278571429,27.78857143,27.71857143,28.99571429,28.00285714,28.20142857,28.45857143,77.88142857,75.51857143,73.92857143,76.43857143,77.90714286,81.38,3
Polonnaruwa,291,2025-07-26,2025-08-01, 2025-07-26 to 2025-08-01,29.99,27.67,28.68857143,36.07,31.72,33.51,26.33,24.71,25.41,77.59,67.6,71.37142857,3.82,0.06,0.76,7,False,False,True,30,-0.464723172,-0.885456026,0.877142857,0.265714286,0.024285714,0.224285714,0.388571429,0.815714286,27.72714286,28.31285714,28.56285714,28.03714286,27.41857143,27.27857143,75.33857143,74.87571429,77.36571429,78.85,82.43285714,83.25714286,0
Anuradhapura,67,2021-04-10,2021-04-16, 2021-04-10 to 2021-04-16,28.36,26.44,27.34571429,34.75,30.68,32.47,23.91,22.63,23.48285714,84.55,74.29,80.18714286,25.28,4.58,10.50571429,4,False,False,False,14,0.992708874,-0.12053668,0.92,0.88,0.912857143,0.391428571,3.601428571,0.017142857,28.22857143,27.72714286,26.33285714,25.76,25.67857143,24.07428571,73.68571429,77.44571429,81.51285714,83.23571429,87.02428571,81.66571429,0
Colombo,47,2020-11-21,2020-11-27, 2020-11-21 to 2020-11-27,26.43,25.26,25.97,29.02,26.74,27.98,25.55,23.78,24.35285714,89.79,83.25,86.13285714,6.67,1.6,3.757142857,11,True,False,False,47,-0.568064747,0.822983866,19.85142857,14.26857143,8.778571429,1.812857143,1.274285714,9.074285714,26.66428571,27.16857143,26.8,26.41714286,26.5,26.51571429,84.09857143,83.55142857,83.63857143,85.12,86.15285714,86.58571429,0
Gampaha,10,2020-03-07,2020-03-13, 2020-03-07 to 2020-03-13,28.06,27.21,27.75142857,32.15,30.48,31.58571429,24.73,23.71,24.23428571,79.68,71.29,73.92571429,3.51,0.1,1.007142857,3,False,False,False,10,0.935016243,0.354604887,1.315714286,0.447142857,0.74,0.875714286,0.638571429,0.188571429,27.66142857,27.30142857,26.50714286,26.20714286,25.92,25.85857143,73.21571429,76.58857143,76.69857143,79.10428571,78.04,76.83857143,0
Badulla,101,2021-12-04,2021-12-10, 2021-12-04 to 2021-12-10,25.32,23.26,24.02142857,29.04,26.24,27.60571429,22.61,19.96,21.18714286,92.84,87.89,90.38428571,14.13,0.47,4.541428571,12,False,True,False,48,-0.464723172,0.885456026,10.36857143,24.90571429,8.92,29.61285714,11.52,11.84,23.81571429,23.55428571,24.23142857,23.75285714,24.38285714,24.16571429,90.55857143,89.56571429,88.57714286,89.44,88.85428571,86.93857143,2
Gampaha,129,2022-06-18,2022-06-24, 2022-06-18 to 2022-06-24,26.98,25.83,26.41714286,28.41,26.95,27.92428571,25.78,24.91,25.24,88.63,85.66,87.27714286,9.48,1.68,3.364285714,6,False,False,True,24,0.239315664,-0.970941817,5.404285714,2.744285714,13.58142857,8.36,11.27571429,8.26,26.07571429,26.54428571,26.61714286,26.90714286,27.05857143,27.57,88.46857143,88.69,87.77571429,88.26,88.10857143,86.93857143,1
Badulla,230,2024-05-25,2024-05-31, 2024-05-25 to 2024-05-31,27.16,26.01,26.57571429,32.09,29.08,30.64,24.46,23.73,24.00714286,84.82,78.08,81.41285714,7.37,1.33,3.842857143,5,False,False,True,21,0.568064747,-0.822983866,9.028571429,10.36285714,2.824285714,4.604285714,0.814285714,2.318571429,26.24428571,26.77714286,28.39857143,28.04,28.10714286,26.91428571,84.97857143,82.02571429,76.56142857,77.76285714,73.34142857,81.12,0
Colombo,74,2021-05-29,2021-06-04, 2021-05-29 to 2021-06-04,27.31,26.41,27.12285714,29.01,27.02,28.48714286,26.39,25.76,26.10714286,91.95,85.64,87.91285714,75.05,0.95,16.28428571,5,False,False,True,21,0.568064747,-0.822983866,17.28142857,7.881428571,21.80285714,14.55,5.977142857,6.625714286,27.24714286,27.26714286,27.23857143,27.44428571,27.69142857,27.30428571,87.20857143,85.66,87.63571429,84.35571429,83.72714286,85.86285714,0
Kilinochchi,70,2021-05-01,2021-05-07, 2021-05-01 to 2021-05-07,29.53,29.05,29.3,31.08,29.81,30.62428571,28.73,27.98,28.29571429,81.63,77.11,79.23,11.31,1.72,5.222857143,5,False,False,True,17,0.885456026,-0.464723172,1.962857143,0.608571429,6.444285714,0.257142857,0.65,0.522857143,29.80857143,29.60285714,28.63714286,28.97714286,29.11428571,28.00857143,74.92714286,75.96714286,76.89571429,75.57285714,76.34714286,76.99571429,0
Vavuniya,48,2020-11-28,2020-12-04, 2020-11-28 to 2020-12-04,26.41,26.0,26.16571429,29.47,26.85,28.20571429,25.34,23.74,24.55285714,94.31,86.01,89.37857143,108.09,0.82,31.19571429,11,True,False,False,48,-0.464723172,0.885456026,6.524285714,12.89,22.1,3.725714286,4.324285714,1.77,26.09571429,26.69,27.11714286,27.99571429,27.92285714,28.12,87.81571429,87.90857143,86.74,77.30714286,77.23285714,77.07285714,0
Kalutara,68,2021-04-17,2021-04-23, 2021-04-17 to 2021-04-23,27.84,27.42,27.56285714,29.46,28.81,29.04285714,26.85,26.09,26.42285714,86.97,83.68,85.12714286,18.78,3.02,7.692857143,4,False,False,False,15,0.970941817,-0.239315664,11.59142857,1.484285714,13.37428571,8.538571429,4.644285714,7.551428571,27.24142857,27.3,27.07285714,26.72285714,27.19714286,27.01428571,80.45,83.37571429,82.23428571,80.24571429,77.96428571,78.91428571,0
Matara,52,2020-12-26,2021-01-01, 2020-12-26 to 2021-01-01,26.68,26.29,26.45285714,29.08,28.09,28.47714286,25.53,23.82,24.78285714,87.38,80.53,84.29285714,29.27,0.86,9.324285714,12,False,True,False,52,6.43e-16,1.0,13.27285714,1.07,4.344285714,4.768571429,3.257142857,14.01571429,26.38,26.55142857,27.22714286,27.16857143,26.83571429,27.00428571,85.82142857,78.44142857,81.09,81.96285714,83.17142857,84.70428571,0
Kilinochchi,195,2023-09-23,2023-09-29, 2023-09-23 to 2023-09-29,28.96,28.49,28.73857143,31.5,29.72,30.65571429,27.47,27.16,27.36428571,81.56,77.48,79.11285714,6.57,0.74,3.745714286,9,False,False,True,38,-0.992708874,-0.12053668,5.897142857,0.58,1.324285714,1.502857143,0.62,0.891428571,28.51571429,29.47428571,29.14285714,29.48428571,29.63714286,29.43428571,78.17142857,72.18142857,75.26428571,74.85285714,73.61285714,73.80285714,0
Kilinochchi,138,2022-08-20,2022-08-26, 2022-08-20 to 2022-08-26,28.58,27.34,28.10857143,31.18,28.18,30.01857143,26.99,26.3,26.65142857,83.01,76.12,80.27714286,8.92,2.88,5.887142857,8,False,False,True,33,-0.748510748,-0.663122658,1.215714286,0.338571429,3.672857143,6.165714286,3.42,14.95,28.67142857,28.46285714,28.12285714,28.24142857,28.58142857,28.59571429,78.09142857,78.14142857,80.63857143,78.37857143,80.86,76.25857143,0
Nuwara Eliya,280,2025-05-10,2025-05-16, 2025-05-10 to 2025-05-16,23.87,23.04,23.58428571,27.5,26.16,26.78571429,22.05,20.03,21.10857143,92.27,83.0,90.53142857,5.36,0.43,2.66,5,False,False,True,19,0.748510748,-0.663122658,8.521428571,14.01571429,8.055714286,4.41,8.611428571,11.48285714,23.45714286,23.64571429,23.53857143,23.73857143,23.33,23.56714286,90.31571429,89.38,90.72,90.55142857,91.28142857,85.09,0
Gampaha,116,2022-03-19,2022-03-25, 2022-03-19 to 2022-03-25,27.47,26.92,27.26857143,30.4,28.92,29.77571429,25.76,24.86,25.33,84.1,77.08,80.61,2.78,0.15,0.807142857,3,False,False,False,11,0.970941817,0.239315664,3.152857143,2.741428571,1.345714286,14.04285714,5.667142857,1.731428571,27.01285714,26.7,26.08285714,26.49857143,25.59285714,25.68285714,79.41285714,79.70428571,81.03,81.59857143,79.57857143,77.29285714,0
Galle,9,2020-02-29,2020-03-06, 2020-02-29 to 2020-03-06,28.04,27.66,27.87714286,29.35,28.58,28.96428571,27.19,26.31,26.89857143,82.37,74.74,77.73142857,4.3,0.02,1.285714286,2,False,True,False,9,0.885456026,0.464723172,1.227142857,1.31,2.191428571,1.601428571,0.547142857,3.947142857,27.98714286,27.55,27.53142857,27.26285714,27.25857143,27.77571429,79.01,75.85428571,77.78142857,75.17857143,73.30428571,81.54285714,0
Puttalam,80,2021-07-10,2021-07-16, 2021-07-10 to 2021-07-16,27.34,26.71,27.10285714,29.98,28.37,29.24428571,26.02,25.52,25.78714286,88.06,81.24,84.58142857,38.12,0.12,9.524285714,7,False,False,True,27,-0.12053668,-0.992708874,2.817142857,0.652857143,0.428571429,1.954285714,2.027142857,8.102857143,27.37857143,27.39285714,27.35857143,27.46571429,27.46285714,27.87714286,84.85,83.00571429,85.12142857,84.42142857,86.31142857,85.88285714,0
Kurunegala,115,2022-03-12,2022-03-18, 2022-03-12 to 2022-03-18,25.88,24.57,25.13142857,30.15,29.08,29.52571429,22.67,20.63,21.46142857,88.55,78.95,84.11714286,12.52,0.0,2.274285714,3,False,False,False,10,0.935016243,0.354604887,1.237142857,3.227142857,23.10285714,6.252857143,1.434285714,1.175714286,24.29285714,23.50714286,24.19285714,23.08714286,22.99285714,23.31857143,88.14714286,89.69285714,88.16571429,87.81714286,86.60857143,86.28428571,0
Kurunegala,259,2024-12-14,2024-12-20, 2024-12-14 to 2024-12-20,25.24,23.63,24.33142857,29.33,26.21,27.54,22.61,21.12,21.93285714,94.49,90.23,92.26142857,32.5,0.48,9.528571429,12,False,True,False,50,-0.239315664,0.970941817,5.717142857,0.268571429,20.17857143,5.967142857,5.86,19.18285714,24.36857143,24.49714286,23.98857143,25.19857143,25.13428571,25.26714286,89.45,87.68,93.71714286,88.58428571,88.81714286,86.41428571,0
Badulla,247,2024-09-21,2024-09-27, 2024-09-21 to 2024-09-27,27.74,26.28,27.06285714,34.52,30.44,32.99428571,23.65,22.52,23.1,78.31,68.69,72.40714286,11.56,0.11,3.36,9,False,False,True,38,-0.992708874,-0.12053668,0.327142857,1.832857143,2.705714286,1.572857143,7.811428571,4.161428571,26.74571429,26.50428571,25.95285714,26.13285714,25.48285714,26.62428571,71.95285714,75.65428571,77.11571429,75.87142857,81.73,79.34428571,2
Ratnapura,192,2023-09-02,2023-09-08, 2023-09-02 to 2023-09-08,25.18,24.69,24.93285714,28.25,26.84,27.58142857,23.84,22.38,23.05857143,90.89,86.16,89.39285714,33.22,4.84,18.08857143,9,False,False,True,35,-0.885456026,-0.464723172,10.37,1.382857143,2.11,3.052857143,0.438571429,1.904285714,25.34571429,25.76428571,25.46428571,25.54571429,25.59857143,25.23714286,87.80142857,85.40857143,84.40142857,87.38428571,87.78285714,88.30857143,0
Gampaha,66,2021-04-03,2021-04-09, 2021-04-03 to 2021-04-09,28.33,26.74,27.43142857,32.02,29.51,30.45857143,25.48,24.44,24.92285714,82.51,74.66,80.07571429,3.84,0.15,1.441428571,4,False,False,False,13,1.0,-1.61e-16,8.758571429,5.407142857,3.795714286,7.495714286,0.078571429,2.045714286,27.13714286,26.91428571,27.14571429,27.12,26.31571429,26.55,81.08285714,77.13,76.61428571,76.78285714,71.83,80.85571429,0
Matara,150,2022-11-12,2022-11-18, 2022-11-12 to 2022-11-18,26.87,25.53,26.25428571,29.29,26.66,27.97,25.23,24.14,24.78285714,86.39,73.13,81.13,39.52,0.01,15.51285714,11,True,False,False,45,-0.748510748,0.663122658,12.80428571,13.48857143,14.14,14.35714286,8.964285714,3.495714286,26.55285714,27.05428571,26.94285714,26.58714286,26.74142857,26.85571429,83.71428571,82.95285714,82.10714286,84.97571429,84.72714286,83.35,0
Trincomalee,187,2023-07-29,2023-08-04, 2023-07-29 to 2023-08-04,30.4,29.12,29.74428571,34.9,32.61,33.75428571,26.96,26.48,26.76571429,74.09,68.48,71.13571429,0.17,0.0,0.051428571,7,False,False,True,30,-0.464723172,-0.885456026,0.14,0.161428571,0.285714286,0.711428571,0.671428571,2.105714286,29.37428571,29.56857143,29.29,28.33428571,28.74857143,28.77714286,71.98714286,72.96285714,73.50714286,76.73285714,78.19714286,78.70428571,1
Batticaloa,283,2025-05-31,2025-06-06, 2025-05-31 to 2025-06-06,29.47,28.49,29.19857143,31.8,30.81,31.55571429,27.37,27.12,27.28571429,79.39,74.39,77.45857143,1.41,0.37,0.915714286,5,False,False,True,22,0.464723172,-0.885456026,3.641428571,3.151428571,3.731428571,6.818571429,8.601428571,4.87,28.79,29.17857143,29.70142857,29.07571429,28.45857143,29.24285714,80.74,76.75142857,73.91428571,75.72142857,81.48857143,77.38142857,0
Colombo,158,2023-01-07,2023-01-13, 2023-01-07 to 2023-01-13,25.41,23.29,24.41857143,28.83,27.49,28.23857143,23.44,19.61,21.27714286,88.98,77.63,81.67,11.17,0.0,2.13,1,False,True,False,1,0.12053668,0.992708874,0.882857143,12.78285714,7.088571429,5.541428571,9.538571429,4.615714286,24.70714286,25.45,25.31142857,25.96285714,25.61857143,26.58428571,83.68571429,86.54857143,88.5,82.39428571,81.80571429,77.53428571,0
Jaffna,178,2023-05-27,2023-06-02, 2023-05-27 to 2023-06-02,30.08,29.55,29.82,31.6,30.93,31.21714286,29.06,28.51,28.75428571,81.33,74.84,79.53428571,1.16,0.04,0.355714286,5,False,False,True,21,0.568064747,-0.822983866,0.572857143,0.317142857,8.865714286,18.07285714,2.461428571,0.461428571,29.41,29.53428571,28.85142857,29.12142857,30.29714286,30.29142857,82.77857143,83.59857143,79.41,79.02285714,72.84142857,71.85,0
Trincomalee,252,2024-10-26,2024-11-01, 2024-10-26 to 2024-11-01,28.6,28.0,28.18285714,31.26,29.49,30.22285714,27.01,26.43,26.59571429,85.76,80.37,83.18428571,4.65,1.93,2.738571429,10,True,False,False,43,-0.885456026,0.464723172,4.52,11.33142857,10.17714286,3.708571429,0.972857143,0.2,28.13714286,27.71285714,28.33428571,29.03571429,29.55571429,29.76571429,81.45,82.54571429,77.34571429,76.69428571,73.84571429,73.37,0
Puttalam,74,2021-05-29,2021-06-04, 2021-05-29 to 2021-06-04,28.12,26.98,27.87714286,30.41,27.97,29.76,26.88,26.31,26.67428571,91.4,83.64,85.88285714,48.64,0.05,8.102857143,5,False,False,True,21,0.568064747,-0.822983866,9.031428571,4.99,8.098571429,9.69,2.311428571,1.102857143,27.90714286,27.90571429,27.78428571,28.19714286,28.44571429,28.26142857,84.66714286,83.54428571,85.81857143,81.46142857,80.54571429,81.67571429,0
